contractSymbol,expiry,option_type,strike,bid,ask,lastPrice,volume,openInterest,yf_iv
NFLX260717C00065000,2026-07-17,call,65.0,8.85,9.4,8.99,1.0,383.0,0.9501958105468749
NFLX260717C00066000,2026-07-17,call,66.0,8.15,8.85,7.62,20.0,52.0,1.0976607617187502
NFLX260717C00067000,2026-07-17,call,67.0,7.35,7.6,7.4,19.0,156.0,0.9853517089843751
NFLX260717C00068000,2026-07-17,call,68.0,6.6,6.75,6.37,27.0,59.0,0.981445498046875
NFLX260717C00069000,2026-07-17,call,69.0,5.85,6.0,5.85,32.0,190.0,0.981445498046875
NFLX260717C00070000,2026-07-17,call,70.0,5.15,5.3,5.15,533.0,5477.0,0.98242205078125
NFLX260717C00071000,2026-07-17,call,71.0,4.45,4.6,4.5,517.0,542.0,0.9653323779296875
NFLX260717C00072000,2026-07-17,call,72.0,3.85,4.0,4.0,2597.0,2704.0,0.9663089306640625
NFLX260717C00073000,2026-07-17,call,73.0,3.4,3.45,3.4,4286.0,4091.0,0.98242205078125
NFLX260717C00074000,2026-07-17,call,74.0,2.92,2.94,2.9,4485.0,13845.0,0.98242205078125
NFLX260717C00075000,2026-07-17,call,75.0,2.47,2.53,2.52,4828.0,22682.0,0.9868165380859376
NFLX260717C00076000,2026-07-17,call,76.0,2.08,2.1,2.1,4120.0,10032.0,0.9809572216796876
NFLX260717C00077000,2026-07-17,call,77.0,1.76,1.78,1.77,1401.0,7526.0,0.989257919921875
NFLX260717C00078000,2026-07-17,call,78.0,1.46,1.49,1.48,2414.0,7301.0,0.991211025390625
NFLX260717C00079000,2026-07-17,call,79.0,1.21,1.23,1.19,1307.0,4815.0,0.9926758544921875
NFLX260717C00080000,2026-07-17,call,80.0,0.98,1.0,0.98,6289.0,39583.0,0.989257919921875
NFLX260717C00081000,2026-07-17,call,81.0,0.8,0.81,0.83,929.0,6177.0,0.989257919921875
NFLX260717C00082000,2026-07-17,call,82.0,0.64,0.66,0.67,1155.0,8934.0,0.99023447265625
NFLX260717C00083000,2026-07-17,call,83.0,0.52,0.54,0.52,521.0,4709.0,0.9960937890625
NFLX260717C00084000,2026-07-17,call,84.0,0.41,0.42,0.41,707.0,7708.0,0.992187578125
NFLX260717C00085000,2026-07-17,call,85.0,0.33,0.35,0.34,1580.0,34299.0,1.0009815576171874
NFLX260717C00086000,2026-07-17,call,86.0,0.27,0.28,0.28,468.0,3502.0,1.0078174609375
NFLX260717C00087000,2026-07-17,call,87.0,0.21,0.23,0.23,684.0,6005.0,1.01172369140625
NFLX260717C00088000,2026-07-17,call,88.0,0.18,0.19,0.18,164.0,2558.0,1.0273486132812502
NFLX260717C00089000,2026-07-17,call,89.0,0.14,0.15,0.14,132.0,1733.0,1.0293017285156252
NFLX260717C00090000,2026-07-17,call,90.0,0.12,0.13,0.13,2685.0,63695.0,1.0488328808593752
NFLX260717C00091000,2026-07-17,call,91.0,0.1,0.11,0.1,137.0,329.0,1.0625046875000002
NFLX260717C00092000,2026-07-17,call,92.0,0.08,0.09,0.08,113.0,493.0,1.0703171484375003
NFLX260717C00093000,2026-07-17,call,93.0,0.07,0.08,0.07,38.0,743.0,1.08984830078125
NFLX260717C00095000,2026-07-17,call,95.0,0.05,0.06,0.06,654.0,24297.0,1.12109814453125
NFLX260717C00100000,2026-07-17,call,100.0,0.03,0.04,0.04,1791.0,45892.0,1.2343788281249999
NFLX260717C00105000,2026-07-17,call,105.0,0.02,0.03,0.03,415.0,14590.0,1.3437532812499997
NFLX260717C00110000,2026-07-17,call,110.0,0.01,0.02,0.02,84.0,26443.0,1.421877890625
NFLX260717C00115000,2026-07-17,call,115.0,0.01,0.02,0.01,80.0,12809.0,1.5625021874999998
NFLX260717C00120000,2026-07-17,call,120.0,0.0,0.01,0.01,84.0,106598.0,1.5312523437499999
NFLX260717C00125000,2026-07-17,call,125.0,0.0,0.01,0.03,21.0,4808.0,1.625001875
NFLX260717C00130000,2026-07-17,call,130.0,0.0,0.01,0.01,30.0,3563.0,1.75000125
NFLX260717C00135000,2026-07-17,call,135.0,0.0,0.01,0.01,1.0,1774.0,1.875000625
NFLX260717C00140000,2026-07-17,call,140.0,0.0,0.01,0.01,1.0,102821.0,1.9375003125
NFLX260717C00145000,2026-07-17,call,145.0,0.0,0.01,0.01,40.0,610.0,2.0625048437499998
NFLX260717C00150000,2026-07-17,call,150.0,0.0,0.01,0.01,1.0,1851.0,2.1250046874999997
NFLX260717C00155000,2026-07-17,call,155.0,0.0,0.01,0.01,1.0,337.0,2.2500043749999996
NFLX260717C00160000,2026-07-17,call,160.0,0.0,0.01,0.04,1.0,926.0,2.3125042187499996
NFLX260717C00165000,2026-07-17,call,165.0,0.0,0.01,0.03,10.0,126.0,2.3750040624999995
NFLX260717C00170000,2026-07-17,call,170.0,0.0,0.01,0.05,1.0,63.0,2.50000375
NFLX260717C00175000,2026-07-17,call,175.0,0.0,0.01,0.03,1.0,142.0,2.56250359375
NFLX260717C00180000,2026-07-17,call,180.0,0.0,0.01,0.02,1.0,1126.0,2.6250034375
NFLX260717C00185000,2026-07-17,call,185.0,0.0,0.01,0.01,7.0,7.0,2.68750328125
NFLX260717C00190000,2026-07-17,call,190.0,0.0,0.01,0.01,1.0,92.0,2.750003125
NFLX260717P00005000,2026-07-17,put,5.0,0.0,0.01,0.01,1.0,21800.0,8.500004687499999
NFLX260717P00007500,2026-07-17,put,7.5,0.0,0.01,0.04,1.0,1.0,7.00000125
NFLX260717P00010000,2026-07-17,put,10.0,0.0,0.01,0.01,5.0,501.0,6.2500021875
NFLX260717P00012500,2026-07-17,put,12.5,,0.01,0.05,,1.0,5.87500265625
NFLX260717P00015000,2026-07-17,put,15.0,0.0,0.01,0.01,1.0,3.0,5.000003749999999
NFLX260717P00017500,2026-07-17,put,17.5,0.0,0.09,0.1,1.0,7.0,5.562503046874999
NFLX260717P00020000,2026-07-17,put,20.0,0.0,0.01,0.1,1.0,3.0,4.12500484375
NFLX260717P00022500,2026-07-17,put,22.5,,0.1,0.05,3.0,3.0,5.12500359375
NFLX260717P00025000,2026-07-17,put,25.0,,0.01,0.06,1.0,51.0,3.6250009375000003
NFLX260717P00030000,2026-07-17,put,30.0,0.0,0.03,0.02,1.0,150.0,3.156252109375
NFLX260717P00035000,2026-07-17,put,35.0,0.0,0.02,0.01,1.0,139.0,2.56250359375
NFLX260717P00040000,2026-07-17,put,40.0,0.0,0.01,0.01,11.0,413.0,1.96875015625
NFLX260717P00045000,2026-07-17,put,45.0,0.0,0.01,0.01,434.0,5734.0,1.625001875
NFLX260717P00050000,2026-07-17,put,50.0,0.01,0.03,0.02,36.0,1673.0,1.5000025
NFLX260717P00055000,2026-07-17,put,55.0,0.02,0.04,0.03,114.0,2098.0,1.21875390625
NFLX260717P00060000,2026-07-17,put,60.0,0.08,0.09,0.08,339.0,18886.0,1.05078599609375
NFLX260717P00061000,2026-07-17,put,61.0,0.1,0.11,0.12,59.0,568.0,1.015629921875
NFLX260717P00062000,2026-07-17,put,62.0,0.13,0.14,0.13,67.0,6373.0,0.992187578125
NFLX260717P00063000,2026-07-17,put,63.0,0.17,0.18,0.17,3431.0,1260.0,0.96679720703125
NFLX260717P00064000,2026-07-17,put,64.0,0.23,0.24,0.23,224.0,2001.0,0.9511723632812499
NFLX260717P00065000,2026-07-17,put,65.0,0.3,0.32,0.3,931.0,8547.0,0.9345709667968749
NFLX260717P00066000,2026-07-17,put,66.0,0.4,0.42,0.42,304.0,3133.0,0.91992267578125
NFLX260717P00067000,2026-07-17,put,67.0,0.55,0.56,0.56,539.0,3777.0,0.9169930175781251
NFLX260717P00068000,2026-07-17,put,68.0,0.73,0.74,0.74,2857.0,5639.0,0.91211025390625
NFLX260717P00069000,2026-07-17,put,69.0,0.96,0.98,0.98,4441.0,5158.0,0.913086806640625
NFLX260717P00070000,2026-07-17,put,70.0,1.26,1.28,1.26,3027.0,32435.0,0.920899228515625
NFLX260717P00071000,2026-07-17,put,71.0,1.6,1.62,1.62,701.0,3627.0,0.9223640576171875
NFLX260717P00072000,2026-07-17,put,72.0,2.01,2.03,2.03,1575.0,5193.0,0.9291999267578125
NFLX260717P00073000,2026-07-17,put,73.0,2.47,2.52,2.5,1388.0,4123.0,0.938477177734375
NFLX260717P00074000,2026-07-17,put,74.0,3.0,3.05,3.01,1108.0,4031.0,0.94726615234375
NFLX260717P00075000,2026-07-17,put,75.0,3.55,3.6,3.61,1065.0,74255.0,0.9443364941406249
NFLX260717P00076000,2026-07-17,put,76.0,4.1,4.25,4.25,78.0,5433.0,0.9409185595703125
NFLX260717P00077000,2026-07-17,put,77.0,4.85,4.9,4.85,95.0,1674.0,0.9545902978515625
NFLX260717P00078000,2026-07-17,put,78.0,5.55,5.65,5.5,217.0,1526.0,0.9619144433593749
NFLX260717P00079000,2026-07-17,put,79.0,6.2,6.4,6.62,30.0,477.0,0.9433599414062499
NFLX260717P00080000,2026-07-17,put,80.0,7.0,7.15,7.0,397.0,38703.0,0.937500625
NFLX260717P00081000,2026-07-17,put,81.0,7.85,8.0,8.2,3.0,143.0,0.9492192578124999
NFLX260717P00082000,2026-07-17,put,82.0,8.65,8.85,9.57,1.0,163.0,0.9345709667968749
NFLX260717P00083000,2026-07-17,put,83.0,9.3,9.95,9.2,32.0,213.0,0.929688203125
NFLX260717P00084000,2026-07-17,put,84.0,10.15,10.8,10.61,22.0,277.0,0.8867198828124999
NFLX260717P00085000,2026-07-17,put,85.0,11.35,11.65,11.58,135.0,14833.0,0.96679720703125
NFLX260717P00086000,2026-07-17,put,86.0,12.05,12.65,11.72,1.0,52.0,0.87695435546875
NFLX260717P00087000,2026-07-17,put,87.0,12.9,13.65,11.37,2.0,46.0,0.8164080859374999
NFLX260717P00088000,2026-07-17,put,88.0,13.05,14.6,13.85,21.0,495.0,1.220707021484375
NFLX260717P00089000,2026-07-17,put,89.0,14.65,15.8,15.97,107.0,48.0,0.7578149218750001
NFLX260717P00090000,2026-07-17,put,90.0,15.95,16.4,16.2,172.0,17453.0,1.140629296875
NFLX260717P00091000,2026-07-17,put,91.0,16.85,17.5,16.5,,8.0,1.2968785156249998
NFLX260717P00092000,2026-07-17,put,92.0,17.0,19.25,16.59,,1.0,1.8691412792968751
NFLX260717P00095000,2026-07-17,put,95.0,21.0,21.45,21.6,13.0,7684.0,0.98437515625
NFLX260717P00100000,2026-07-17,put,100.0,25.5,26.5,26.44,2.0,834.0,1.724610751953125
NFLX260717P00105000,2026-07-17,put,105.0,30.8,31.4,30.21,26.0,116.0,1.7968760156249999
NFLX260717P00110000,2026-07-17,put,110.0,35.8,37.65,36.57,16.0,56.0,2.3847696630859367
NFLX260717P00115000,2026-07-17,put,115.0,39.95,41.4,38.75,1.0,0.0,2.160160849609375
NFLX260717P00120000,2026-07-17,put,120.0,45.8,47.65,43.11,48.0,0.0,2.7656280859375
NFLX260717P00125000,2026-07-17,put,125.0,50.65,52.65,44.59,69.0,0.0,2.8554716113281247
NFLX260717P00130000,2026-07-17,put,130.0,0.0,0.0,44.0,2.0,0.0,1.0000000000000003e-05
NFLX260717P00135000,2026-07-17,put,135.0,35.4,39.0,52.21,1.0,0.0,1.0000000000000003e-05
NFLX260717P00140000,2026-07-17,put,140.0,50.95,55.0,41.6,4.0,0.0,1.0000000000000003e-05
NFLX260717P00145000,2026-07-17,put,145.0,60.35,64.3,47.0,2.0,0.0,1.0000000000000003e-05
NFLX260717P00150000,2026-07-17,put,150.0,65.35,69.3,52.25,12.0,0.0,1.0000000000000003e-05
NFLX260724C00040000,2026-07-24,call,40.0,31.85,34.6,33.17,18.0,74.0,2.4814491088867188
NFLX260724C00045000,2026-07-24,call,45.0,26.85,30.9,28.05,1.0,10.0,1.3398470507812497
NFLX260724C00050000,2026-07-24,call,50.0,22.3,25.1,23.45,2.0,12.0,1.96875015625
NFLX260724C00060000,2026-07-24,call,60.0,13.4,14.3,13.7,1.0,167.0,0.5898478515625001
NFLX260724C00061000,2026-07-24,call,61.0,12.45,13.35,14.28,2.0,45.0,0.6132851171875001
NFLX260724C00062000,2026-07-24,call,62.0,11.6,12.35,12.75,27.0,37.0,0.6337927246093751
NFLX260724C00063000,2026-07-24,call,63.0,10.85,11.4,11.07,8.0,140.0,0.676761044921875
NFLX260724C00064000,2026-07-24,call,64.0,9.85,10.45,11.5,3.0,10.0,0.6367223828125
NFLX260724C00065000,2026-07-24,call,65.0,9.05,9.6,8.8,1.0,128.0,0.6577182666015625
NFLX260724C00066000,2026-07-24,call,66.0,8.05,8.75,9.3,29.0,46.0,0.6279334082031252
NFLX260724C00067000,2026-07-24,call,67.0,7.3,8.0,8.03,1.0,112.0,0.6479527392578125
NFLX260724C00068000,2026-07-24,call,68.0,6.6,7.1,6.75,41.0,85.0,0.639652041015625
NFLX260724C00069000,2026-07-24,call,69.0,6.15,6.35,7.19,122.0,96.0,0.6709017285156251
NFLX260724C00070000,2026-07-24,call,70.0,5.45,5.6,5.55,776.0,1509.0,0.6601596484375001
NFLX260724C00071000,2026-07-24,call,71.0,4.85,5.0,4.7,5.0,122.0,0.667239655761719
NFLX260724C00072000,2026-07-24,call,72.0,4.25,4.35,4.31,103.0,561.0,0.659183095703125
NFLX260724C00073000,2026-07-24,call,73.0,3.75,3.85,3.77,620.0,2032.0,0.6667513793945314
NFLX260724C00074000,2026-07-24,call,74.0,3.25,3.35,3.35,397.0,993.0,0.6650424121093752
NFLX260724C00075000,2026-07-24,call,75.0,2.84,2.9,2.88,1707.0,7431.0,0.6679720703125002
NFLX260724C00076000,2026-07-24,call,76.0,2.44,2.51,2.48,491.0,2987.0,0.6687044848632814
NFLX260724C00077000,2026-07-24,call,77.0,2.13,2.15,2.15,2289.0,2658.0,0.673098972167969
NFLX260724C00078000,2026-07-24,call,78.0,1.82,1.84,1.81,179.0,1777.0,0.6743196630859377
NFLX260724C00079000,2026-07-24,call,79.0,1.54,1.56,1.55,86.0,589.0,0.6743196630859377
NFLX260724C00080000,2026-07-24,call,80.0,1.31,1.32,1.32,6300.0,14537.0,0.6762727685546877
NFLX260724C00081000,2026-07-24,call,81.0,1.1,1.13,1.1,186.0,710.0,0.6796907031250001
NFLX260724C00082000,2026-07-24,call,82.0,0.92,0.94,0.93,312.0,2356.0,0.6792024267578126
NFLX260724C00083000,2026-07-24,call,83.0,0.77,0.8,0.79,421.0,1199.0,0.6831086376953126
NFLX260724C00084000,2026-07-24,call,84.0,0.64,0.66,0.65,89.0,1802.0,0.6831086376953126
NFLX260724C00085000,2026-07-24,call,85.0,0.54,0.55,0.55,1875.0,6571.0,0.6865265722656251
NFLX260724C00086000,2026-07-24,call,86.0,0.45,0.47,0.46,188.0,966.0,0.692385888671875
NFLX260724C00087000,2026-07-24,call,87.0,0.38,0.4,0.39,310.0,1854.0,0.6982452050781252
NFLX260724C00088000,2026-07-24,call,88.0,0.32,0.33,0.33,224.0,701.0,0.70117486328125
NFLX260724C00089000,2026-07-24,call,89.0,0.27,0.28,0.27,29.0,570.0,0.7070341796875
NFLX260724C00090000,2026-07-24,call,90.0,0.23,0.24,0.24,3465.0,7975.0,0.7148466015625
NFLX260724C00091000,2026-07-24,call,91.0,0.19,0.21,0.2,4.0,760.0,0.7216824707031251
NFLX260724C00092000,2026-07-24,call,92.0,0.16,0.18,0.15,3.0,497.0,0.727541787109375
NFLX260724C00093000,2026-07-24,call,93.0,0.14,0.16,0.14,143.0,3037.0,0.7382838671874999
NFLX260724C00094000,2026-07-24,call,94.0,0.12,0.14,0.12,17.0,405.0,0.7460962890625
NFLX260724C00095000,2026-07-24,call,95.0,0.11,0.12,0.12,241.0,2881.0,0.7578149218750001
NFLX260724C00100000,2026-07-24,call,100.0,0.06,0.07,0.07,507.0,7242.0,0.8085956640624999
NFLX260724C00105000,2026-07-24,call,105.0,0.03,0.05,0.05,34.0,1649.0,0.85937640625
NFLX260724C00110000,2026-07-24,call,110.0,0.03,0.04,0.03,203.0,481.0,0.9414068359375
NFLX260724C00115000,2026-07-24,call,115.0,0.02,0.03,0.03,22.0,1286.0,0.992187578125
NFLX260724C00120000,2026-07-24,call,120.0,0.0,0.02,0.03,2.0,354.0,0.98437515625
NFLX260724C00125000,2026-07-24,call,125.0,0.0,0.02,0.03,4.0,755.0,1.0468797656250002
NFLX260724C00130000,2026-07-24,call,130.0,0.0,0.23,0.03,855.0,1228.0,1.46875265625
NFLX260724C00135000,2026-07-24,call,135.0,0.0,0.1,0.02,5.0,452.0,1.3984405078125
NFLX260724C00140000,2026-07-24,call,140.0,0.0,0.03,0.03,2.0,1187.0,1.2968785156249998
NFLX260724C00145000,2026-07-24,call,145.0,0.0,0.95,0.04,5.0,10.0,2.107426606445312
NFLX260724C00150000,2026-07-24,call,150.0,0.0,0.04,0.03,35.0,62.0,1.453127734375
NFLX260724C00155000,2026-07-24,call,155.0,0.0,1.42,0.01,10.0,12.0,2.4355507861328123
NFLX260724P00040000,2026-07-24,put,40.0,0.0,0.02,0.05,1.0,5.0,1.2812535937499998
NFLX260724P00045000,2026-07-24,put,45.0,0.0,0.02,0.02,6.0,43.0,1.0468797656250002
NFLX260724P00050000,2026-07-24,put,50.0,0.01,0.06,0.02,2.0,173.0,0.9687503125
NFLX260724P00060000,2026-07-24,put,60.0,0.11,0.12,0.12,210.0,4555.0,0.6679720703125002
NFLX260724P00061000,2026-07-24,put,61.0,0.14,0.16,0.15,11.0,358.0,0.6562534375000001
NFLX260724P00062000,2026-07-24,put,62.0,0.18,0.2,0.2,20.0,273.0,0.64062859375
NFLX260724P00063000,2026-07-24,put,63.0,0.24,0.26,0.25,61.0,459.0,0.631839619140625
NFLX260724P00064000,2026-07-24,put,64.0,0.32,0.34,0.34,57.0,1558.0,0.6250037500000001
NFLX260724P00065000,2026-07-24,put,65.0,0.43,0.44,0.44,295.0,1787.0,0.6191444335937502
NFLX260724P00066000,2026-07-24,put,66.0,0.56,0.59,0.58,320.0,1162.0,0.6171913281250001
NFLX260724P00067000,2026-07-24,put,67.0,0.75,0.76,0.75,1698.0,609.0,0.6176796044921876
NFLX260724P00068000,2026-07-24,put,68.0,0.95,0.98,0.98,722.0,2491.0,0.6152382226562501
NFLX260724P00069000,2026-07-24,put,69.0,1.22,1.24,1.22,106.0,645.0,0.6167030517578126
NFLX260724P00070000,2026-07-24,put,70.0,1.53,1.56,1.54,784.0,2103.0,0.6186561572265626
NFLX260724P00071000,2026-07-24,put,71.0,1.9,1.93,1.93,201.0,593.0,0.6215858154296876
NFLX260724P00072000,2026-07-24,put,72.0,2.31,2.34,2.34,718.0,832.0,0.6225623681640625
NFLX260724P00073000,2026-07-24,put,73.0,2.8,2.85,2.84,144.0,642.0,0.6313513427734375
NFLX260724P00074000,2026-07-24,put,74.0,3.3,3.4,3.34,119.0,825.0,0.6347692773437501
NFLX260724P00075000,2026-07-24,put,75.0,3.85,3.95,3.91,114.0,2296.0,0.6333044482421876
NFLX260724P00076000,2026-07-24,put,76.0,4.45,4.55,4.7,16.0,428.0,0.632816171875
NFLX260724P00077000,2026-07-24,put,77.0,5.1,5.25,5.5,14.0,1370.0,0.6381872119140625
NFLX260724P00078000,2026-07-24,put,78.0,5.75,5.9,6.04,22.0,459.0,0.6293982373046876
NFLX260724P00079000,2026-07-24,put,79.0,6.5,6.7,6.85,20.0,215.0,0.6391637646484375
NFLX260724P00080000,2026-07-24,put,80.0,7.3,7.45,7.55,30.0,472.0,0.641605146484375
NFLX260724P00081000,2026-07-24,put,81.0,8.05,8.25,8.13,7.0,486.0,0.6352575537109376
NFLX260724P00082000,2026-07-24,put,82.0,8.55,10.15,8.63,15.0,180.0,0.7368190380859375
NFLX260724P00083000,2026-07-24,put,83.0,8.6,10.4,8.95,15.0,410.0,0.508793974609375
NFLX260724P00084000,2026-07-24,put,84.0,10.1,11.15,10.79,3.0,302.0,0.6001016552734376
NFLX260724P00085000,2026-07-24,put,85.0,10.9,11.9,11.9,23.0,323.0,0.5293015820312501
NFLX260724P00086000,2026-07-24,put,86.0,11.3,12.75,11.83,38.0,157.0,0.725588681640625
NFLX260724P00087000,2026-07-24,put,87.0,12.65,14.4,13.76,3.0,40.0,0.6650424121093752
NFLX260724P00088000,2026-07-24,put,88.0,13.1,15.0,14.41,2.0,171.0,0.89257919921875
NFLX260724P00089000,2026-07-24,put,89.0,13.45,16.25,16.13,3.0,182.0,1.0131885278320314
NFLX260724P00090000,2026-07-24,put,90.0,15.8,16.9,16.63,125.0,109.0,0.65039412109375
NFLX260724P00091000,2026-07-24,put,91.0,15.6,19.35,15.51,3.0,225.0,0.7675804492187501
NFLX260724P00092000,2026-07-24,put,92.0,16.65,20.35,15.21,1.0,46.0,0.813478427734375
NFLX260724P00093000,2026-07-24,put,93.0,18.7,21.3,18.2,1.0,141.0,1.0742233789062503
NFLX260724P00094000,2026-07-24,put,94.0,19.85,22.3,20.06,1.0,31.0,1.1367230664062502
NFLX260724P00095000,2026-07-24,put,95.0,19.7,23.3,17.35,70.0,70.0,0.9023447265625
NFLX260724P00100000,2026-07-24,put,100.0,24.2,27.15,26.86,15.0,15.0,1.3603547607421875
NFLX260724P00105000,2026-07-24,put,105.0,29.3,32.6,24.49,15.0,0.0,1.6772477075195313
NFLX260724P00110000,2026-07-24,put,110.0,34.15,37.95,37.85,,0.0,1.9423831005859378
NFLX260724P00115000,2026-07-24,put,115.0,39.65,43.25,38.8,1.0,0.0,1.3535188574218748
NFLX260731C00040000,2026-07-31,call,40.0,31.9,35.9,36.43,,,1.3203158984374999
NFLX260731C00050000,2026-07-31,call,50.0,22.55,24.6,24.67,1.0,49.0,1.3408236083984373
NFLX260731C00060000,2026-07-31,call,60.0,14.0,14.5,13.11,10.0,32.0,0.7060576269531251
NFLX260731C00061000,2026-07-31,call,61.0,11.75,13.55,14.42,1.0,2.0,0.7670921728515626
NFLX260731C00062000,2026-07-31,call,62.0,12.0,12.55,11.96,4.0,36.0,0.6289099609375001
NFLX260731C00063000,2026-07-31,call,63.0,10.85,11.6,11.35,16.0,154.0,0.567387138671875
NFLX260731C00064000,2026-07-31,call,64.0,10.3,10.7,10.5,3.0,14.0,0.6108437353515627
NFLX260731C00065000,2026-07-31,call,65.0,9.45,9.8,9.18,3.0,143.0,0.5971719970703125
NFLX260731C00066000,2026-07-31,call,66.0,8.2,9.1,9.4,1.0,10.0,0.5551802294921876
NFLX260731C00067000,2026-07-31,call,67.0,7.65,8.15,7.95,7.0,96.0,0.5625043750000001
NFLX260731C00068000,2026-07-31,call,68.0,7.15,7.4,6.93,3.0,56.0,0.5854533642578125
NFLX260731C00069000,2026-07-31,call,69.0,6.4,6.8,6.15,13.0,129.0,0.5888712988281251
NFLX260731C00070000,2026-07-31,call,70.0,5.75,5.9,5.61,53.0,784.0,0.5678754150390625
NFLX260731C00071000,2026-07-31,call,71.0,5.15,5.35,4.75,1.0,299.0,0.5749554223632812
NFLX260731C00072000,2026-07-31,call,72.0,4.55,4.7,4.65,35.0,516.0,0.5666547241210937
NFLX260731C00073000,2026-07-31,call,73.0,4.05,4.2,4.17,136.0,534.0,0.5715374877929689
NFLX260731C00074000,2026-07-31,call,74.0,3.6,3.75,3.7,265.0,1147.0,0.577152666015625
NFLX260731C00075000,2026-07-31,call,75.0,3.2,3.3,3.26,351.0,4855.0,0.5803264624023439
NFLX260731C00076000,2026-07-31,call,76.0,2.8,2.86,2.8,351.0,5642.0,0.5778850805664062
NFLX260731C00077000,2026-07-31,call,77.0,2.45,2.49,2.52,466.0,1564.0,0.5786174951171875
NFLX260731C00078000,2026-07-31,call,78.0,2.13,2.17,2.19,219.0,2533.0,0.5800823242187501
NFLX260731C00079000,2026-07-31,call,79.0,1.84,1.88,1.86,217.0,3392.0,0.5805706005859376
NFLX260731C00080000,2026-07-31,call,80.0,1.59,1.63,1.6,903.0,5196.0,0.5825237060546875
NFLX260731C00081000,2026-07-31,call,81.0,1.36,1.4,1.4,147.0,414.0,0.5825237060546875
NFLX260731C00082000,2026-07-31,call,82.0,1.17,1.2,1.2,130.0,714.0,0.5842326733398437
NFLX260731C00083000,2026-07-31,call,83.0,1.0,1.03,1.03,261.0,2271.0,0.585941640625
NFLX260731C00084000,2026-07-31,call,84.0,0.85,0.89,0.83,340.0,791.0,0.5883830224609375
NFLX260731C00085000,2026-07-31,call,85.0,0.72,0.76,0.73,430.0,3015.0,0.5898478515625001
NFLX260731C00086000,2026-07-31,call,86.0,0.62,0.64,0.64,93.0,928.0,0.5918009570312501
NFLX260731C00087000,2026-07-31,call,87.0,0.53,0.55,0.54,40.0,522.0,0.5952188916015625
NFLX260731C00088000,2026-07-31,call,88.0,0.46,0.48,0.44,35.0,1871.0,0.6010782080078126
NFLX260731C00089000,2026-07-31,call,89.0,0.39,0.42,0.4,38.0,304.0,0.6054726953125001
NFLX260731C00090000,2026-07-31,call,90.0,0.33,0.36,0.35,840.0,2798.0,0.6084023535156251
NFLX260731C00091000,2026-07-31,call,91.0,0.29,0.31,0.28,4.0,452.0,0.614261669921875
NFLX260731C00092000,2026-07-31,call,92.0,0.25,0.27,0.27,10.0,198.0,0.6191444335937502
NFLX260731C00093000,2026-07-31,call,93.0,0.22,0.24,0.22,13.0,361.0,0.6259803027343751
NFLX260731C00094000,2026-07-31,call,94.0,0.2,0.21,0.21,77.0,284.0,0.6347692773437501
NFLX260731C00095000,2026-07-31,call,95.0,0.17,0.19,0.19,120.0,1070.0,0.64062859375
NFLX260731C00100000,2026-07-31,call,100.0,0.1,0.11,0.1,1043.0,2745.0,0.6777375976562501
NFLX260731C00105000,2026-07-31,call,105.0,0.07,0.08,0.07,11.0,374.0,0.7304714453125
