contractSymbol,expiry,option_type,strike,bid,ask,lastPrice,volume,openInterest,yf_iv
NFLX260710C00110000,2026-07-10,call,110.0,0.0,0.0,0.01,2.0,0.0,0.500005
NFLX260710C00115000,2026-07-10,call,115.0,0.0,0.0,0.02,2.0,0.0,0.500005
NFLX260710C00120000,2026-07-10,call,120.0,0.0,0.0,0.01,6.0,0.0,0.500005
NFLX260710C00125000,2026-07-10,call,125.0,0.0,0.0,0.01,1.0,0.0,0.500005
NFLX260710C00130000,2026-07-10,call,130.0,0.0,0.0,0.01,4.0,0.0,0.500005
NFLX260710C00135000,2026-07-10,call,135.0,0.0,0.0,0.01,1.0,0.0,1.000005
NFLX260710C00140000,2026-07-10,call,140.0,0.0,0.0,0.03,6.0,0.0,1.000005
NFLX260710C00150000,2026-07-10,call,150.0,0.0,0.0,0.03,1.0,0.0,0.500005
NFLX260710C00155000,2026-07-10,call,155.0,0.0,0.0,1.07,40.0,0.0,0.500005
NFLX260710P00040000,2026-07-10,put,40.0,0.0,0.0,0.01,1.0,0.0,0.500005
NFLX260710P00045000,2026-07-10,put,45.0,0.0,0.0,0.01,1.0,0.0,0.500005
NFLX260710P00050000,2026-07-10,put,50.0,0.0,0.0,0.01,1.0,0.0,0.500005
NFLX260710P00060000,2026-07-10,put,60.0,0.0,0.0,0.01,18.0,0.0,0.500005
NFLX260710P00061000,2026-07-10,put,61.0,0.0,0.0,0.01,2.0,0.0,0.500005
NFLX260710P00062000,2026-07-10,put,62.0,0.0,0.0,0.05,1.0,0.0,0.500005
NFLX260710P00063000,2026-07-10,put,63.0,0.0,0.0,0.01,45.0,0.0,0.500005
NFLX260710P00064000,2026-07-10,put,64.0,0.0,0.0,0.03,6.0,0.0,0.500005
NFLX260710P00065000,2026-07-10,put,65.0,0.0,0.0,0.01,41.0,0.0,0.500005
NFLX260710P00066000,2026-07-10,put,66.0,0.0,0.0,0.01,803.0,0.0,0.500005
NFLX260710P00067000,2026-07-10,put,67.0,0.0,0.0,0.04,11.0,0.0,0.500005
NFLX260710P00068000,2026-07-10,put,68.0,0.0,0.0,0.01,27.0,0.0,0.2500075
NFLX260710P00069000,2026-07-10,put,69.0,0.0,0.0,0.02,237.0,0.0,0.2500075
NFLX260710P00070000,2026-07-10,put,70.0,0.0,0.0,0.03,702.0,0.0,0.2500075
NFLX260710P00071000,2026-07-10,put,71.0,0.0,0.0,0.03,254.0,0.0,0.2500075
NFLX260710P00072000,2026-07-10,put,72.0,0.0,0.0,0.06,757.0,0.0,0.12500875
NFLX260710P00073000,2026-07-10,put,73.0,0.0,0.0,0.12,2904.0,0.0,0.12500875
NFLX260710P00074000,2026-07-10,put,74.0,0.0,0.0,0.28,8269.0,0.0,0.062509375
NFLX260710P00075000,2026-07-10,put,75.0,0.0,0.0,0.57,9292.0,0.0,0.0312596875
NFLX260710P00076000,2026-07-10,put,76.0,0.0,0.0,1.06,5252.0,0.0,1.0000000000000003e-05
NFLX260710P00077000,2026-07-10,put,77.0,0.0,0.0,1.73,1315.0,0.0,1.0000000000000003e-05
NFLX260710P00078000,2026-07-10,put,78.0,0.0,0.0,2.26,269.0,0.0,1.0000000000000003e-05
NFLX260710P00079000,2026-07-10,put,79.0,0.0,0.0,3.42,51.0,0.0,1.0000000000000003e-05
NFLX260710P00080000,2026-07-10,put,80.0,0.0,0.0,4.44,118.0,0.0,1.0000000000000003e-05
NFLX260710P00081000,2026-07-10,put,81.0,0.0,0.0,5.52,84.0,0.0,1.0000000000000003e-05
NFLX260710P00082000,2026-07-10,put,82.0,0.0,0.0,5.92,4.0,0.0,1.0000000000000003e-05
NFLX260710P00083000,2026-07-10,put,83.0,0.0,0.0,7.41,93.0,0.0,1.0000000000000003e-05
NFLX260710P00084000,2026-07-10,put,84.0,0.0,0.0,6.8,42.0,0.0,1.0000000000000003e-05
NFLX260710P00085000,2026-07-10,put,85.0,0.0,0.0,8.69,4.0,0.0,1.0000000000000003e-05
NFLX260710P00086000,2026-07-10,put,86.0,0.0,0.0,10.11,14.0,0.0,1.0000000000000003e-05
NFLX260710P00087000,2026-07-10,put,87.0,0.0,0.0,11.04,10.0,0.0,1.0000000000000003e-05
NFLX260710P00088000,2026-07-10,put,88.0,0.0,0.0,12.44,2.0,0.0,1.0000000000000003e-05
NFLX260710P00089000,2026-07-10,put,89.0,0.0,0.0,13.31,4.0,0.0,1.0000000000000003e-05
NFLX260710P00090000,2026-07-10,put,90.0,0.0,0.0,14.3,2.0,0.0,1.0000000000000003e-05
NFLX260710P00091000,2026-07-10,put,91.0,0.0,0.0,18.35,59.0,0.0,1.0000000000000003e-05
NFLX260710P00092000,2026-07-10,put,92.0,0.0,0.0,18.09,2.0,0.0,1.0000000000000003e-05
NFLX260710P00093000,2026-07-10,put,93.0,0.0,0.0,16.75,3.0,0.0,1.0000000000000003e-05
NFLX260710P00094000,2026-07-10,put,94.0,0.0,0.0,18.3,2.0,0.0,1.0000000000000003e-05
NFLX260710P00095000,2026-07-10,put,95.0,0.0,0.0,17.75,1.0,0.0,1.0000000000000003e-05
NFLX260710P00096000,2026-07-10,put,96.0,0.0,0.0,20.11,1.0,0.0,1.0000000000000003e-05
NFLX260710P00097000,2026-07-10,put,97.0,0.0,0.0,21.01,1.0,0.0,1.0000000000000003e-05
NFLX260710P00098000,2026-07-10,put,98.0,0.0,0.0,21.91,3.0,0.0,1.0000000000000003e-05
NFLX260710P00099000,2026-07-10,put,99.0,0.0,0.0,22.91,3.0,0.0,1.0000000000000003e-05
NFLX260710P00100000,2026-07-10,put,100.0,0.0,0.0,24.01,2.0,0.0,1.0000000000000003e-05
NFLX260710P00105000,2026-07-10,put,105.0,0.0,0.0,22.5,5.0,0.0,1.0000000000000003e-05
NFLX260710P00110000,2026-07-10,put,110.0,0.0,0.0,32.44,1.0,0.0,1.0000000000000003e-05
NFLX260710P00115000,2026-07-10,put,115.0,0.0,0.0,41.19,4.0,0.0,1.0000000000000003e-05
NFLX260710P00125000,2026-07-10,put,125.0,0.0,0.0,51.21,,0.0,1.0000000000000003e-05
NFLX260717C00005000,2026-07-17,call,5.0,0.0,0.0,68.38,8.0,0.0,1.0000000000000003e-05
NFLX260717C00007500,2026-07-17,call,7.5,0.0,0.0,70.75,2.0,0.0,1.0000000000000003e-05
NFLX260717C00010000,2026-07-17,call,10.0,0.0,0.0,63.62,1.0,0.0,1.0000000000000003e-05
NFLX260717C00012500,2026-07-17,call,12.5,0.0,0.0,65.66,4.0,0.0,1.0000000000000003e-05
NFLX260717C00015000,2026-07-17,call,15.0,0.0,0.0,58.23,1.0,0.0,1.0000000000000003e-05
NFLX260717C00017500,2026-07-17,call,17.5,0.0,0.0,55.71,,0.0,1.0000000000000003e-05
NFLX260717C00020000,2026-07-17,call,20.0,0.0,0.0,53.56,7.0,0.0,1.0000000000000003e-05
NFLX260717C00022500,2026-07-17,call,22.5,0.0,0.0,50.91,,0.0,1.0000000000000003e-05
NFLX260717C00025000,2026-07-17,call,25.0,0.0,0.0,69.0,1.0,0.0,1.0000000000000003e-05
NFLX260717C00030000,2026-07-17,call,30.0,0.0,0.0,46.0,1.0,0.0,1.0000000000000003e-05
NFLX260717C00035000,2026-07-17,call,35.0,0.0,0.0,38.5,183.0,0.0,1.0000000000000003e-05
NFLX260717C00040000,2026-07-17,call,40.0,0.0,0.0,37.17,122.0,0.0,1.0000000000000003e-05
NFLX260717C00045000,2026-07-17,call,45.0,0.0,0.0,32.6,1.0,0.0,1.0000000000000003e-05
NFLX260717C00050000,2026-07-17,call,50.0,0.0,0.0,28.2,9.0,0.0,1.0000000000000003e-05
NFLX260717C00055000,2026-07-17,call,55.0,0.0,0.0,21.45,10.0,0.0,1.0000000000000003e-05
NFLX260717C00060000,2026-07-17,call,60.0,0.0,0.0,16.27,18.0,0.0,1.0000000000000003e-05
NFLX260717C00061000,2026-07-17,call,61.0,0.0,0.0,12.85,30.0,0.0,1.0000000000000003e-05
NFLX260717C00062000,2026-07-17,call,62.0,0.0,0.0,14.2,1.0,0.0,1.0000000000000003e-05
NFLX260717C00063000,2026-07-17,call,63.0,0.0,0.0,13.3,2.0,0.0,1.0000000000000003e-05
NFLX260717C00064000,2026-07-17,call,64.0,0.0,0.0,12.2,1.0,0.0,1.0000000000000003e-05
NFLX260717C00065000,2026-07-17,call,65.0,0.0,0.0,11.35,5.0,0.0,1.0000000000000003e-05
NFLX260717C00066000,2026-07-17,call,66.0,0.0,0.0,10.4,19.0,0.0,1.0000000000000003e-05
NFLX260717C00067000,2026-07-17,call,67.0,0.0,0.0,9.52,19.0,0.0,1.0000000000000003e-05
NFLX260717C00068000,2026-07-17,call,68.0,0.0,0.0,8.07,2.0,0.0,1.0000000000000003e-05
NFLX260717C00069000,2026-07-17,call,69.0,0.0,0.0,7.78,8.0,0.0,1.0000000000000003e-05
NFLX260717C00070000,2026-07-17,call,70.0,0.0,0.0,6.68,151.0,0.0,1.0000000000000003e-05
NFLX260717C00071000,2026-07-17,call,71.0,0.0,0.0,6.35,7.0,0.0,1.0000000000000003e-05
NFLX260717C00072000,2026-07-17,call,72.0,0.0,0.0,5.5,45.0,0.0,1.0000000000000003e-05
NFLX260717C00073000,2026-07-17,call,73.0,0.0,0.0,4.61,86.0,0.0,1.0000000000000003e-05
NFLX260717C00074000,2026-07-17,call,74.0,0.0,0.0,4.25,321.0,0.0,1.0000000000000003e-05
NFLX260717C00075000,2026-07-17,call,75.0,0.0,0.0,3.55,5783.0,0.0,1.0000000000000003e-05
NFLX260717C00076000,2026-07-17,call,76.0,0.0,0.0,3.05,4120.0,0.0,0.015634843750000002
NFLX260717C00077000,2026-07-17,call,77.0,0.0,0.0,2.64,1457.0,0.0,0.0312596875
NFLX260717C00078000,2026-07-17,call,78.0,0.0,0.0,2.24,784.0,0.0,0.062509375
NFLX260717C00079000,2026-07-17,call,79.0,0.0,0.0,1.94,394.0,0.0,0.062509375
NFLX260717C00080000,2026-07-17,call,80.0,0.0,0.0,1.63,6744.0,0.0,0.12500875
NFLX260717C00081000,2026-07-17,call,81.0,0.0,0.0,1.4,443.0,0.0,0.12500875
NFLX260717C00082000,2026-07-17,call,82.0,0.0,0.0,1.16,957.0,0.0,0.12500875
NFLX260717C00083000,2026-07-17,call,83.0,0.0,0.0,0.98,563.0,0.0,0.12500875
NFLX260717C00084000,2026-07-17,call,84.0,0.0,0.0,0.83,445.0,0.0,0.12500875
NFLX260717C00085000,2026-07-17,call,85.0,0.0,0.0,0.7,2642.0,0.0,0.12500875
NFLX260717C00086000,2026-07-17,call,86.0,0.0,0.0,0.59,248.0,0.0,0.2500075
NFLX260717C00087000,2026-07-17,call,87.0,0.0,0.0,0.56,526.0,0.0,0.2500075
NFLX260717C00088000,2026-07-17,call,88.0,0.0,0.0,0.45,377.0,0.0,0.2500075
NFLX260717C00089000,2026-07-17,call,89.0,0.0,0.0,0.38,116.0,0.0,0.2500075
NFLX260717C00090000,2026-07-17,call,90.0,0.0,0.0,0.32,7394.0,0.0,0.2500075
NFLX260717C00095000,2026-07-17,call,95.0,0.0,0.0,0.15,388.0,0.0,0.2500075
NFLX260717C00100000,2026-07-17,call,100.0,0.0,0.0,0.08,2967.0,0.0,0.500005
NFLX260717C00105000,2026-07-17,call,105.0,0.0,0.0,0.05,554.0,0.0,0.500005
NFLX260717C00110000,2026-07-17,call,110.0,0.0,0.0,0.04,228.0,0.0,0.500005
NFLX260717C00115000,2026-07-17,call,115.0,0.0,0.0,0.03,166.0,0.0,0.500005
NFLX260717C00120000,2026-07-17,call,120.0,0.0,0.0,0.02,462.0,0.0,0.500005
NFLX260717C00125000,2026-07-17,call,125.0,0.0,0.0,0.02,6.0,0.0,0.500005
NFLX260717C00130000,2026-07-17,call,130.0,0.0,0.0,0.01,2.0,0.0,0.500005
NFLX260717C00135000,2026-07-17,call,135.0,0.0,0.0,0.01,52.0,0.0,0.500005
NFLX260717C00140000,2026-07-17,call,140.0,0.0,0.0,0.01,20.0,0.0,0.500005
NFLX260717C00145000,2026-07-17,call,145.0,0.0,0.0,0.02,1.0,0.0,0.500005
NFLX260717C00150000,2026-07-17,call,150.0,0.0,0.0,0.01,3.0,0.0,0.500005
NFLX260717C00155000,2026-07-17,call,155.0,0.0,0.0,0.02,6.0,0.0,0.500005
NFLX260717C00160000,2026-07-17,call,160.0,0.0,0.0,0.04,1.0,0.0,0.500005
NFLX260717C00165000,2026-07-17,call,165.0,0.0,0.0,0.03,10.0,0.0,0.500005
NFLX260717C00170000,2026-07-17,call,170.0,0.0,0.0,0.02,1.0,0.0,0.500005
NFLX260717C00175000,2026-07-17,call,175.0,0.0,0.0,0.03,1.0,0.0,0.500005
NFLX260717C00180000,2026-07-17,call,180.0,0.0,0.0,0.02,1.0,0.0,0.500005
NFLX260717C00185000,2026-07-17,call,185.0,0.0,0.0,0.01,7.0,0.0,0.500005
NFLX260717C00190000,2026-07-17,call,190.0,0.0,0.0,0.01,1.0,0.0,0.500005
NFLX260717P00005000,2026-07-17,put,5.0,0.0,0.0,0.01,1.0,0.0,0.500005
NFLX260717P00007500,2026-07-17,put,7.5,0.0,0.0,0.04,1.0,0.0,0.500005
NFLX260717P00010000,2026-07-17,put,10.0,0.0,0.0,0.01,1.0,0.0,0.500005
NFLX260717P00012500,2026-07-17,put,12.5,,0.0,0.05,,0.0,0.500005
NFLX260717P00015000,2026-07-17,put,15.0,0.0,0.0,0.05,1.0,0.0,0.500005
NFLX260717P00017500,2026-07-17,put,17.5,0.0,0.0,0.23,3.0,0.0,0.500005
NFLX260717P00020000,2026-07-17,put,20.0,0.0,0.0,0.1,1.0,0.0,0.500005
NFLX260717P00030000,2026-07-17,put,30.0,0.0,0.0,0.01,148.0,0.0,0.500005
NFLX260717P00035000,2026-07-17,put,35.0,0.0,0.0,0.02,1.0,0.0,0.500005
NFLX260717P00040000,2026-07-17,put,40.0,0.0,0.0,0.02,1.0,0.0,0.500005
NFLX260717P00045000,2026-07-17,put,45.0,0.0,0.0,0.02,1.0,0.0,0.500005
NFLX260717P00050000,2026-07-17,put,50.0,0.0,0.0,0.02,363.0,0.0,0.500005
NFLX260717P00055000,2026-07-17,put,55.0,0.0,0.0,0.05,33.0,0.0,0.500005
NFLX260717P00060000,2026-07-17,put,60.0,0.0,0.0,0.09,99.0,0.0,0.2500075
NFLX260717P00061000,2026-07-17,put,61.0,0.0,0.0,0.1,111.0,0.0,0.2500075
NFLX260717P00062000,2026-07-17,put,62.0,0.0,0.0,0.13,29.0,0.0,0.2500075
NFLX260717P00063000,2026-07-17,put,63.0,0.0,0.0,0.16,152.0,0.0,0.2500075
NFLX260717P00064000,2026-07-17,put,64.0,0.0,0.0,0.21,81.0,0.0,0.2500075
NFLX260717P00065000,2026-07-17,put,65.0,0.0,0.0,0.25,290.0,0.0,0.2500075
NFLX260717P00066000,2026-07-17,put,66.0,0.0,0.0,0.32,67.0,0.0,0.2500075
NFLX260717P00067000,2026-07-17,put,67.0,0.0,0.0,0.42,725.0,0.0,0.2500075
NFLX260717P00068000,2026-07-17,put,68.0,0.0,0.0,0.58,593.0,0.0,0.12500875
NFLX260717P00069000,2026-07-17,put,69.0,0.0,0.0,0.75,451.0,0.0,0.12500875
NFLX260717P00070000,2026-07-17,put,70.0,0.0,0.0,0.95,1127.0,0.0,0.12500875
NFLX260717P00071000,2026-07-17,put,71.0,0.0,0.0,1.22,725.0,0.0,0.12500875
NFLX260717P00072000,2026-07-17,put,72.0,0.0,0.0,1.55,822.0,0.0,0.062509375
NFLX260717P00073000,2026-07-17,put,73.0,0.0,0.0,1.92,1192.0,0.0,0.062509375
NFLX260717P00074000,2026-07-17,put,74.0,0.0,0.0,2.32,506.0,0.0,0.0312596875
NFLX260717P00075000,2026-07-17,put,75.0,0.0,0.0,2.79,1639.0,0.0,0.015634843750000002
NFLX260717P00076000,2026-07-17,put,76.0,0.0,0.0,3.24,4538.0,0.0,1.0000000000000003e-05
NFLX260717P00077000,2026-07-17,put,77.0,0.0,0.0,4.06,387.0,0.0,1.0000000000000003e-05
NFLX260717P00078000,2026-07-17,put,78.0,0.0,0.0,4.44,141.0,0.0,1.0000000000000003e-05
NFLX260717P00079000,2026-07-17,put,79.0,0.0,0.0,5.2,56.0,0.0,1.0000000000000003e-05
NFLX260717P00080000,2026-07-17,put,80.0,0.0,0.0,5.76,264.0,0.0,1.0000000000000003e-05
NFLX260717P00081000,2026-07-17,put,81.0,0.0,0.0,6.3,9.0,0.0,1.0000000000000003e-05
NFLX260717P00082000,2026-07-17,put,82.0,0.0,0.0,7.15,46.0,0.0,1.0000000000000003e-05
NFLX260717P00083000,2026-07-17,put,83.0,0.0,0.0,8.27,100.0,0.0,1.0000000000000003e-05
NFLX260717P00084000,2026-07-17,put,84.0,0.0,0.0,8.65,173.0,0.0,1.0000000000000003e-05
NFLX260717P00085000,2026-07-17,put,85.0,0.0,0.0,9.68,89.0,0.0,1.0000000000000003e-05
NFLX260717P00086000,2026-07-17,put,86.0,0.0,0.0,10.44,1.0,0.0,1.0000000000000003e-05
NFLX260717P00087000,2026-07-17,put,87.0,0.0,0.0,11.37,2.0,0.0,1.0000000000000003e-05
NFLX260717P00088000,2026-07-17,put,88.0,0.0,0.0,12.2,8.0,0.0,1.0000000000000003e-05
NFLX260717P00089000,2026-07-17,put,89.0,0.0,0.0,11.93,20.0,0.0,1.0000000000000003e-05
NFLX260717P00090000,2026-07-17,put,90.0,0.0,0.0,14.4,395.0,0.0,1.0000000000000003e-05
NFLX260717P00095000,2026-07-17,put,95.0,0.0,0.0,19.35,11.0,0.0,1.0000000000000003e-05
NFLX260717P00100000,2026-07-17,put,100.0,0.0,0.0,23.8,26.0,0.0,1.0000000000000003e-05
NFLX260717P00105000,2026-07-17,put,105.0,0.0,0.0,28.5,1.0,0.0,1.0000000000000003e-05
NFLX260717P00110000,2026-07-17,put,110.0,0.0,0.0,32.18,1.0,0.0,1.0000000000000003e-05
NFLX260717P00115000,2026-07-17,put,115.0,0.0,0.0,38.75,1.0,0.0,1.0000000000000003e-05
NFLX260717P00120000,2026-07-17,put,120.0,0.0,0.0,43.11,48.0,0.0,1.0000000000000003e-05
NFLX260717P00125000,2026-07-17,put,125.0,0.0,0.0,44.59,69.0,0.0,1.0000000000000003e-05
NFLX260717P00130000,2026-07-17,put,130.0,0.0,0.0,44.0,2.0,0.0,1.0000000000000003e-05
NFLX260717P00135000,2026-07-17,put,135.0,37.1,39.1,52.21,1.0,0.0,1.0000000000000003e-05
NFLX260717P00140000,2026-07-17,put,140.0,50.95,55.0,41.6,4.0,0.0,1.0000000000000003e-05
NFLX260717P00145000,2026-07-17,put,145.0,60.35,64.3,47.0,2.0,0.0,1.0000000000000003e-05
NFLX260717P00150000,2026-07-17,put,150.0,65.35,69.3,52.25,12.0,0.0,1.0000000000000003e-05
NFLX260724C00040000,2026-07-24,call,40.0,0.0,0.0,36.39,414.0,0.0,1.0000000000000003e-05
NFLX260724C00045000,2026-07-24,call,45.0,0.0,0.0,31.08,1.0,0.0,1.0000000000000003e-05
NFLX260724C00050000,2026-07-24,call,50.0,0.0,0.0,26.25,1.0,0.0,1.0000000000000003e-05
NFLX260724C00060000,2026-07-24,call,60.0,0.0,0.0,16.24,302.0,0.0,1.0000000000000003e-05
NFLX260724C00061000,2026-07-24,call,61.0,0.0,0.0,15.55,122.0,0.0,1.0000000000000003e-05
NFLX260724C00062000,2026-07-24,call,62.0,0.0,0.0,13.7,1.0,0.0,1.0000000000000003e-05
NFLX260724C00063000,2026-07-24,call,63.0,0.0,0.0,15.18,25.0,0.0,1.0000000000000003e-05
NFLX260724C00064000,2026-07-24,call,64.0,0.0,0.0,10.86,4.0,0.0,1.0000000000000003e-05
NFLX260724C00065000,2026-07-24,call,65.0,0.0,0.0,11.69,29.0,0.0,1.0000000000000003e-05
NFLX260724C00066000,2026-07-24,call,66.0,0.0,0.0,10.0,10.0,0.0,1.0000000000000003e-05
NFLX260724C00067000,2026-07-24,call,67.0,0.0,0.0,9.98,7.0,0.0,1.0000000000000003e-05
NFLX260724C00068000,2026-07-24,call,68.0,0.0,0.0,10.57,42.0,0.0,1.0000000000000003e-05
NFLX260724C00069000,2026-07-24,call,69.0,0.0,0.0,7.51,1.0,0.0,1.0000000000000003e-05
NFLX260724C00070000,2026-07-24,call,70.0,0.0,0.0,7.3,12.0,0.0,1.0000000000000003e-05
NFLX260724C00071000,2026-07-24,call,71.0,0.0,0.0,6.68,1.0,0.0,1.0000000000000003e-05
NFLX260724C00072000,2026-07-24,call,72.0,0.0,0.0,5.7,13.0,0.0,1.0000000000000003e-05
NFLX260724C00073000,2026-07-24,call,73.0,0.0,0.0,5.25,21.0,0.0,1.0000000000000003e-05
NFLX260724C00074000,2026-07-24,call,74.0,0.0,0.0,4.6,15.0,0.0,1.0000000000000003e-05
NFLX260724C00075000,2026-07-24,call,75.0,0.0,0.0,3.95,173.0,0.0,1.0000000000000003e-05
NFLX260724C00076000,2026-07-24,call,76.0,0.0,0.0,3.5,307.0,0.0,0.007822421875
NFLX260724C00077000,2026-07-24,call,77.0,0.0,0.0,3.1,253.0,0.0,0.0312596875
NFLX260724C00078000,2026-07-24,call,78.0,0.0,0.0,2.75,437.0,0.0,0.0312596875
NFLX260724C00079000,2026-07-24,call,79.0,0.0,0.0,2.41,163.0,0.0,0.062509375
NFLX260724C00080000,2026-07-24,call,80.0,0.0,0.0,2.0,1024.0,0.0,0.062509375
NFLX260724C00081000,2026-07-24,call,81.0,0.0,0.0,1.77,120.0,0.0,0.062509375
NFLX260724C00082000,2026-07-24,call,82.0,0.0,0.0,1.59,1193.0,0.0,0.12500875
NFLX260724C00083000,2026-07-24,call,83.0,0.0,0.0,1.35,559.0,0.0,0.12500875
NFLX260724C00084000,2026-07-24,call,84.0,0.0,0.0,1.12,271.0,0.0,0.12500875
NFLX260724C00085000,2026-07-24,call,85.0,0.0,0.0,0.95,902.0,0.0,0.12500875
NFLX260724C00086000,2026-07-24,call,86.0,0.0,0.0,0.86,75.0,0.0,0.12500875
NFLX260724C00087000,2026-07-24,call,87.0,0.0,0.0,0.73,80.0,0.0,0.12500875
NFLX260724C00088000,2026-07-24,call,88.0,0.0,0.0,0.61,29.0,0.0,0.12500875
NFLX260724C00089000,2026-07-24,call,89.0,0.0,0.0,0.52,61.0,0.0,0.12500875
NFLX260724C00090000,2026-07-24,call,90.0,0.0,0.0,0.47,899.0,0.0,0.2500075
NFLX260724C00091000,2026-07-24,call,91.0,0.0,0.0,0.41,20.0,0.0,0.2500075
NFLX260724C00092000,2026-07-24,call,92.0,0.0,0.0,0.36,13.0,0.0,0.2500075
NFLX260724C00093000,2026-07-24,call,93.0,0.0,0.0,0.31,56.0,0.0,0.2500075
NFLX260724C00094000,2026-07-24,call,94.0,0.0,0.0,0.28,32.0,0.0,0.2500075
NFLX260724C00095000,2026-07-24,call,95.0,0.0,0.0,0.25,125.0,0.0,0.2500075
NFLX260724C00100000,2026-07-24,call,100.0,0.0,0.0,0.15,322.0,0.0,0.2500075
